randomseed collType nrNodes DataSize nrTransmissions nrCollisions nrlost nrLostError nrnoack nracklost CollectionTIme DER1 DER2 OverallEnergy nodefair1 nodefair2 sfdistribution slotlengths framelengths Guards
1 600 5 64 8 0 0 0 0 0 103.93142400000002 1.0 1.0 0.8652526080000003 1.0 1.0 1 0 1 0 3 0 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.198688 0.176208 0.618912 0.48379200000000006 4.116096000000001 1.8922080000000001 1 1 1 1 2 3
1 600 5 64 8 0 0 0 0 0 103.93142400000002 1.0 1.0 0.8652526080000003 1.0 1.0 1 0 1 0 3 0 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.198688 0.176208 0.618912 0.48379200000000006 4.116096000000001 1.8922080000000001 0.198688 0.176208 0.618912 0.48379200000000006 4.116096000000001 1.8922080000000001
10 600 5 64 6 0 0 0 0 0 103.93142400000002 1.0 1.0 0.5019801600000001 1.0 1.0 0 0 1 3 1 0 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.099344 0.176208 0.618912 1.9351680000000002 2.0580480000000003 1.8922080000000001 0.099344 0.176208 0.618912 1.9351680000000002 2.0580480000000003 1.8922080000000001
10 600 10 64 14 0 1 0 0 0 191.113008 1.0 1.0 1.6453324800000002 1.0 1.0 0 0 2 4 3 1 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.099344 0.176208 0.9283680000000001 2.41896 4.116096000000001 3.7844160000000002 0.099344 0.176208 0.9283680000000001 2.41896 4.116096000000001 3.7844160000000002
20 600 5 64 8 0 0 0 0 0 103.93142400000002 1.0 1.0 0.9390120960000001 1.0 1.0 0 0 0 2 3 0 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.099344 0.176208 0.309456 1.4513760000000002 4.116096000000001 1.8922080000000001 0.099344 0.176208 0.309456 1.4513760000000002 4.116096000000001 1.8922080000000001
20 600 5 64 8 0 0 0 0 0 103.93142400000002 1.0 1.0 0.9390120960000001 1.0 1.0 0 0 0 2 3 0 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.099344 0.176208 0.309456 1.4513760000000002 4.116096000000001 1.8922080000000001 0.099344 0.176208 0.309456 1.4513760000000002 4.116096000000001 1.8922080000000001
20 600 30 64 41 0 1 0 0 0 191.113008 1.0 1.0 4.3562572799999995 1.0 1.0 3 3 0 13 9 2 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 0.397376 0.704832 0.309456 6.773088 10.29024 5.676624 0.397376 0.704832 0.309456 6.773088 10.29024 5.676624
20 600 100 64 141 0 0 0 0 1 191.113008 1.0 0.9929078014184397 15.066537216000013 1.0 0.9975062972292191 10 10 9 30 35 6 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 1.092784 1.938288 3.09456 14.997552000000002 37.044864000000004 13.245456 1.092784 1.938288 3.09456 14.997552000000002 37.044864000000004 13.245456
20 600 100 64 141 0 0 0 0 0 191.113008 1.0 1.0 15.066537216000013 1.0 1.0 10 10 9 30 35 6 0.099344 0.176208 0.309456 0.48379200000000006 1.0290240000000002 1.8922080000000001 1.092784 1.938288 3.09456 14.997552000000002 37.044864000000004 13.245456 1.092784 1.938288 3.09456 14.997552000000002 37.044864000000004 13.245456
20 600 1000 64 1446 0 10 0 0 11 409.3754560000001 1.0 0.9923928077455049 156.98492505599916 1.0 0.99200101010101 90 81 135 248 392 54 0.099344 0.176208 0.309456 0.48579200000000006 1.0390240000000002 1.8922080000000001 9.040304 14.449056 42.086016 120.96220800000002 408.33643200000006 104.07144000000001 9.040304 14.449056 42.086016 120.96220800000002 408.33643200000006 104.07144000000001
